92,104,-2147483647,-2147483550,0
51,73,-2147483550,-2147483398,2
45,63,-2147483398,-2147483294,3
108,114,-2147483294,-2147483234,6
128,140,-2147483234,-2147483163,6
148,160,-2147483163,-2147483087,6
167,220,-2147483087,-2147482725,6
232,241,-2147482725,-2147482660,6
243,251,-2147482660,-2147482599,6
253,265,-2147482599,-2147482518,6
268,285,-2147482518,-2147482414,6
287,295,-2147482414,-2147482354,6
327,339,-2147482354,-2147482291,6
348,358,-2147482291,-2147482236,6
396,406,-2147482236,-2147482181,6
109,115,-2147482181,-2147482123,7
123,133,-2147482123,-2147482053,7
56,66,-2147482053,-2147481988,9
80,99,-2147481988,-2147481856,9
76,104,-2147481856,-2147481732,10
117,131,-2147481732,-2147481558,10
138,191,-2147481558,-2147481207,10
212,223,-2147481207,-2147481153,10
225,248,-2147481153,-2147481037,10
265,274,-2147481037,-2147480981,10
69,80,-2147480981,-2147480903,11
84,95,-2147480903,-2147480847,11
151,161,-2147480847,-2147480781,11
42,49,-2147480781,-2147480725,13
82,100,-2147480725,-2147480585,13
48,58,-2147480585,-2147480500,16
98,114,-2147480500,-2147480394,16
38,48,-2147480394,-2147480342,17
89,101,-2147480342,-2147480277,18
44,52,-2147480277,-2147480226,19
61,73,-2147480226,-2147480154,19
4,15,-2147480154,-2147480092,20
37,47,-2147480092,-2147480042,21
60,80,-2147480042,-2147479881,24
47,78,-2147479881,-2147479662,27
80,86,-2147479662,-2147479608,27
87,98,-2147479608,-2147479550,27
100,111,-2147479550,-2147479492,27
131,150,-2147479492,-2147479384,27
158,177,-2147479384,-2147479276,27
184,199,-2147479276,-2147479170,27
62,76,-2147479170,-2147479085,28
92,99,-2147479085,-2147479028,28
114,133,-2147479028,-2147478901,29
135,146,-2147478901,-2147478842,29
153,160,-2147478842,-2147478778,29
162,169,-2147478778,-2147478722,29
171,197,-2147478722,-2147478595,29
199,210,-2147478595,-2147478534,29
223,239,-2147478534,-2147478430,29
65,82,-2147478430,-2147478302,31
84,100,-2147478302,-2147478197,31
102,112,-2147478197,-2147478139,31
120,134,-2147478139,-2147478063,31
156,172,-2147478063,-2147477958,31
65,94,-2147477958,-2147477717,32
66,76,-2147477717,-2147477653,33
36,53,-2147477653,-2147477524,34
55,69,-2147477524,-2147477445,34
70,84,-2147477445,-2147477342,34
84,97,-2147477342,-2147477246,35
100,121,-2147477246,-2147477065,35
140,147,-2147477065,-2147476996,35
159,181,-2147476996,-2147476843,35
199,228,-2147476843,-2147476602,35
244,252,-2147476602,-2147476543,35
255,268,-2147476543,-2147476458,35
281,343,-2147476458,-2147475968,35
346,351,-2147475968,-2147475897,35
361,374,-2147475897,-2147475775,35
59,121,-2147475775,-2147475421,36
131,145,-2147475421,-2147475343,36
164,181,-2147475343,-2147475265,36
183,201,-2147475265,-2147475174,36
204,212,-2147475174,-2147475086,36
38,52,-2147475086,-2147474956,39
62,73,-2147474956,-2147474884,40
80,99,-2147474884,-2147474771,40
100,121,-2147474771,-2147474606,40
30,49,-2147474606,-2147474451,41
36,64,-2147474451,-2147474152,42
55,62,-2147474152,-2147474094,44
64,71,-2147474094,-2147474036,44
47,72,-2147474036,-2147473854,45
75,84,-2147473854,-2147473787,45
86,94,-2147473787,-2147473717,45
98,108,-2147473717,-2147473657,45
111,124,-2147473657,-2147473577,45
61,70,-2147473577,-2147473513,46
83,99,-2147473513,-2147473404,46
25,35,-2147473404,-2147473319,47
39,51,-2147473319,-2147473212,47
24,41,-2147473212,-2147473103,48
45,65,-2147473103,-2147472960,48
29,39,-2147472960,-2147472865,49
25,45,-2147472865,-2147472726,50
35,78,-2147472726,-2147472453,51
89,96,-2147472453,-2147472398,55
107,115,-2147472398,-2147472305,55
117,125,-2147472305,-2147472217,55
127,134,-2147472217,-2147472161,55
137,145,-2147472161,-2147472101,55
160,170,-2147472101,-2147472043,55
195,206,-2147472043,-2147471982,55
256,269,-2147471982,-2147471883,55
271,284,-2147471883,-2147471769,55
286,292,-2147471769,-2147471715,55
294,299,-2147471715,-2147471664,55
319,325,-2147471664,-2147471604,55
56,87,-2147471604,-2147471436,56
101,116,-2147471436,-2147471331,56
55,62,-2147471331,-2147471269,57
74,86,-2147471269,-2147471170,57
35,43,-2147471170,-2147471082,58
45,117,-2147471082,-2147470642,59
119,127,-2147470642,-2147470586,59
144,162,-2147470586,-2147470503,59
173,192,-2147470503,-2147470376,59
194,202,-2147470376,-2147470296,59
64,79,-2147470296,-2147470236,60
81,87,-2147470236,-2147470138,60
89,97,-2147470138,-2147470054,60
99,111,-2147470054,-2147469955,60
46,50,-2147469955,-2147469889,62
52,56,-2147469889,-2147469802,62
34,41,-2147469802,-2147469740,63
37,44,-2147469740,-2147469683,65
35,80,-2147469683,-2147469244,66
57,78,-2147469244,-2147469059,67
39,47,-2147469059,-2147469008,68
51,63,-2147469008,-2147468947,69
66,88,-2147468947,-2147468826,69
104,123,-2147468826,-2147468649,70
156,170,-2147468649,-2147468520,70
189,201,-2147468520,-2147468386,70
218,228,-2147468386,-2147468277,70
237,245,-2147468277,-2147468177,70
256,263,-2147468177,-2147468088,70
268,274,-2147468088,-2147468012,70
307,312,-2147468012,-2147467955,70
314,319,-2147467955,-2147467898,70
325,330,-2147467898,-2147467831,70
353,363,-2147467831,-2147467709,70
69,85,-2147467709,-2147467600,71
8,17,-2147467600,-2147467544,73
18,26,-2147467544,-2147467471,74
59,75,-2147467471,-2147467362,77
45,56,-2147467362,-2147467283,80
63,75,-2147467283,-2147467192,80
51,71,-2147467192,-2147467054,81
62,79,-2147467054,-2147466935,82
37,45,-2147466935,-2147466881,84
64,95,-2147466881,-2147466606,85
111,151,-2147466606,-2147466294,85
154,165,-2147466294,-2147466226,85
