18,43
57,74
138,145
168,6180
213,7333
234,417
241,2178
254,255
258,259
267,335
268,311
272,315
299,334
312,339
355,356,357,358
361,362
363,371
365,366,367,372
373,379
376,380,2088,2093
383,386
392,393
396,863
399,404
400,401
403,405
407,409
415,1292
422,2329
426,1228
446,2175
451,452
455,668
464,569
471,559
491,537,571,663
504,513
516,517,520,521,524,532
523,530
526,528
529,531,533
536,614
546,553
548,552,554
573,752
625,643
634,644
635,638
649,666
654,656
678,747
681,697
683,685
686,744
688,723,727
689,711
690,737
691,704,712,725,729
680,693,696,738
694,722
695,701
700,732
702,740
703,715
706,745
709,714
692,713,734
716,733
717,728
719,742
735,736
780,1135
783,1244
251,397,784,785,791,822,831,882,1948,1971,2296,2396
793,794,797,798,799,802,803,806
801,808
828,883,1962
834,1970
845,846
848,855
850,859,861
851,1938
873,876
884,1376
916,936
888,918,968,1122
943,978,1133
1026,1043
1071,1623
1091,1144
1126,1128
1230,2269
1231,2281
1243,2328
1256,2330
1260,1261
1264,1265
1274,1279
1299,1307
1303,1305,1308,1321
1320,1322
1377,1534
1380,1487
1382,1431
1384,1840
1389,1546
1391,1397
1392,1403
1393,1395
1394,1396
1398,1400
1410,1819
1415,1462
1416,1539
1421,1481
1422,1553
1450,1451,1452
1456,1849
1511,1512
1423,1545,1554,1782
1558,1853
1562,1763
1563,1636
1564,1628,1642
1571,1573
1574,1580
1579,1586
1590,1594,1597,1598,1601,1602
1595,1600
1596,1599
1608,1770
1614,1622
1625,1776
1626,1717
1633,1643
1641,1678,1839
1646,1649,1651,1656,1658,1660
1655,1657
1666,1671
1675,1767
1700,1710
1745,1777
1752,1756
1785,1796
1802,1807
1843,1845
1856,1857
1858,1863
1859,1860,1861,1862,1866,1867,1868,1869
1884,1886
1887,1896
1918,1932
1922,1929
835,1325,1952,1998,2174
1965,2298
2000,2003,2004,2005,2018,2021,2027,2028
2016,2022
2047,2260
2055,2060
2059,2062
2076,2493
2085,2172
2115,2119
2116,2136
2181,2184
2179,2185,2188
2186,2187
2200,2202,2203
2201,2204
2206,2227,2510,19541,19638,19726
2208,2228
2237,2238
2254,2256
2270,2278,2279,2292
2274,2294
2276,2287
2282,2291,2293
2342,2360
2394,2433
2399,2400,2404
2414,2416
2424,2428
2437,2494
2444,2449
2477,2479
2507,2509
2515,2527
2528,2556
2531,2546,2554
2530,2533,2538
2532,2536,2539,2549
2537,2541
