14,15,1.0
126,134,0.74358976
133,141,1.0
255,400,1.0
256,401,0.84343433
257,402,0.7019231
262,406,1.0
263,408,1.0
277,279,0.89215684
277,278,0.89215684
332,333,1.0
336,337,0.9166667
337,338,0.7083333
343,353,1.0
344,357,0.8153846
344,354,1.0
345,355,1.0
345,358,0.8153846
346,359,0.8153846
346,356,1.0
347,356,0.8153846
347,357,1.0
348,357,1.0
348,358,1.0
348,354,0.8153846
349,353,0.8153846
349,359,1.0
350,360,1.0
350,355,0.8153846
351,361,1.0
352,362,1.0
367,368,1.0
398,1803,0.7258065
412,1804,1.0
423,428,0.8269231
423,433,0.8269231
426,4168,0.85897434
429,434,0.8269231
429,432,0.8269231
432,433,0.8269231
467,5245,1.0
510,720,1.0
512,722,0.7345133
515,725,0.7567568
516,533,1.0
518,534,0.8235294
518,727,0.8235294
533,726,1.0
540,929,0.9
546,547,0.7590361
562,4945,0.86466163
657,678,0.7027027
668,712,0.8
670,673,0.75438595
671,673,0.704918
726,962,0.85714287
766,767,0.92424244
845,850,0.8888889
852,857,0.9
874,876,1.0
940,941,0.8333333
978,8078,1.0
979,1946,0.7303371
996,997,1.0
997,998,1.0
1086,7979,1.0
1227,2184,0.8974359
1293,1294,1.0
1301,1302,1.0
1338,1436,0.9009901
1347,1443,0.7605634
1349,1445,0.8028169
1395,1396,1.0
1432,1445,1.0
1498,1860,1.0
1513,1514,1.0
1514,5467,0.9548023
1555,4344,0.7
1686,1687,1.0
1698,1699,0.71875
1713,1778,1.0
1723,1724,0.7314815
1726,1779,1.0
1727,1741,1.0
1730,1741,1.0
1731,1742,1.0
1745,1758,1.0
1747,1760,0.9649123
1752,1773,1.0
1753,1774,1.0
1755,1775,1.0
1792,1793,0.78494626
1844,1845,1.0
1877,2386,1.0
1899,1900,0.8148148
2071,2084,0.9550562
2131,8078,1.0
2131,9953,1.0
2151,2387,1.0
2291,2293,1.0
2352,2355,0.7876106
2358,2370,0.90909094
2365,8192,0.721519
2408,8255,0.8244898
2425,8253,1.0
2505,2511,1.0
2506,2512,1.0
2507,2509,0.88235295
2508,2510,0.72727275
2558,2561,0.74757284
2747,8490,0.90140843
2748,8491,0.875
2749,8492,1.0
2752,8495,1.0
2765,2772,1.0
2765,2774,1.0
2776,8488,1.0
2978,2979,1.0
2985,2986,1.0
3029,3032,0.8118812
3047,10370,0.890625
3048,10371,1.0
3049,10372,1.0
3051,10374,1.0
3214,3215,1.0
3222,3223,0.9076923
3276,5507,1.0
3278,5318,1.0
3282,5314,1.0
3340,3342,0.7303371
3349,3382,1.0
3351,3354,0.83505154
3351,3384,1.0
3352,3385,1.0
3355,3385,0.83505154
3355,3374,0.83505154
3373,3384,1.0
3374,3385,1.0
3389,5578,0.9402985
3487,3488,0.82857144
3553,3554,1.0
3704,3707,0.85714287
3704,3710,0.85714287
3704,3705,0.9142857
3704,3712,0.7714286
3705,3706,0.8857143
3705,3712,0.85714287
3706,3708,0.85714287
3706,3707,0.7714286
3707,3708,0.9142857
3708,3709,0.8857143
3710,3711,0.9142857
3710,3716,0.7285714
3711,3712,0.8857143
3711,3718,0.7285714
3713,3714,0.9130435
3713,3716,0.85507244
3713,3719,0.85507244
3713,3721,0.76811594
3714,3715,0.884058
3714,3721,0.85507244
3715,3716,0.76811594
3715,3717,0.85507244
3716,3717,0.9130435
3717,3718,0.884058
3719,3720,0.9130435
3720,3721,0.884058
3785,3786,0.91463417
3854,3876,0.7761557
4172,4184,0.8333333
4256,4257,0.8651685
4334,4359,1.0
4341,4342,1.0
4357,4366,1.0
4514,4515,0.8363636
4679,4680,0.73333335
4701,4703,0.7419355
4703,4704,0.7096774
4724,4810,1.0
4729,4730,1.0
4848,4866,0.7887324
4859,4866,1.0
5030,5378,0.70416665
5209,5210,1.0
5210,5211,1.0
5286,5287,0.7301038
5293,5311,1.0
5395,5396,1.0
5396,5397,0.75
5419,5420,1.0
5461,7705,0.70731705
5621,5623,1.0
5622,5624,1.0
5623,5625,1.0
5624,5626,1.0
5667,5711,1.0
5697,5699,0.796875
5714,5715,0.88586956
5743,5755,1.0
5744,5756,1.0
5745,5757,1.0
5746,5758,0.7242798
5749,5761,1.0
5750,5762,1.0
5751,5763,1.0
5769,7049,0.77922076
5769,7003,1.0
5770,7234,1.0
5771,7236,0.8227848
5773,7897,0.7936508
5778,7239,1.0
5800,5802,1.0
5805,5810,0.8008658
5817,8398,0.7656904
5818,8369,1.0
5842,5843,0.7414634
5874,8139,1.0
5875,5876,1.0
5878,5885,0.8135593
5880,5882,0.824
5882,5883,0.776
5890,5891,0.8414634
5891,5895,0.75
5891,5900,0.8518519
5892,5894,0.73134327
5893,5894,0.73134327
5894,5895,0.8955224
5902,5903,0.7869416
5917,5918,0.78846157
5924,5925,0.7191781
5936,5937,0.9315069
5937,5941,0.7375
5945,5946,0.9166667
5954,5956,0.712963
5963,5964,0.71153843
5975,6508,1.0
6001,6002,0.9159664
6040,6041,1.0
6065,6066,1.0
6128,6940,1.0
6131,6943,1.0
6140,6141,1.0
6144,6145,0.9354839
6163,6164,1.0
6187,6188,1.0
6238,6239,0.92805755
6241,6247,0.98673743
6241,6248,0.7015915
6249,6250,0.8618926
6253,6254,0.72155845
6281,6282,0.8703704
6299,6300,0.82843137
6367,6368,0.70714283
6409,6411,0.96511626
6460,6462,1.0
6461,8452,0.8
