0,124,1.000000,1

1,125,1.000000,1

2,126,1.000000,1

11,135,1.000000,1

19,143,1.000000,1

20,144,1.000000,1

22,146,1.000000,1

24,148,1.000000,1

25,149,1.000000,1

26,150,1.000000,1

27,151,1.000000,1

32,156,1.000000,1

33,157,1.000000,1

34,158,1.000000,1

36,160,1.000000,1

37,161,1.000000,1

39,163,1.000000,1

41,165,1.000000,1

42,166,1.000000,1

49,173,1.000000,1

50,174,1.000000,1

51,175,1.000000,1

53,177,1.000000,1

54,178,1.000000,1

55,179,1.000000,1

56,180,1.000000,1

57,181,1.000000,1

58,182,1.000000,1

59,183,1.000000,1

60,184,1.000000,1

61,185,1.000000,1

64,188,1.000000,1

65,189,1.000000,1

66,190,1.000000,1

68,192,1.000000,1

69,193,1.000000,1

70,194,1.000000,1

71,195,1.000000,1

72,196,1.000000,1

73,197,1.000000,1

75,199,1.000000,1

76,200,1.000000,1

77,201,1.000000,1

78,202,1.000000,1

84,208,1.000000,1

85,209,1.000000,1

86,210,1.000000,1

87,211,1.000000,1

88,212,1.000000,1

89,213,1.000000,1

95,219,1.000000,1

96,220,1.000000,1

97,221,1.000000,1

99,223,1.000000,1

101,225,1.000000,1

104,228,1.000000,1

105,229,1.000000,1

106,230,1.000000,1

108,232,1.000000,1

109,233,1.000000,1

110,234,1.000000,1

112,236,1.000000,1

113,237,1.000000,1

114,238,1.000000,1

115,239,1.000000,1

116,240,1.000000,1

117,241,1.000000,1

118,242,1.000000,1

119,243,1.000000,1

121,245,1.000000,1

122,246,1.000000,1

123,247,1.000000,1

