61,97
68,69,76
128,178
130,140,147
148,181
152,154,195
129,157,158,165,169,188,194,201,1576,1602,1639,1676
179,218
212,224
229,230,232,233,235,236,237,238,240,241,242,243,244,596,690,1697,1698,5317
234,788,789,790,6674
338,342,349
535,5276
681,1373
820,2018
837,841
836,840,842
880,1362,2196
887,1364
904,917
921,1733,4672,5341
935,1735,2209
953,5347
962,966,1366
970,1369
1020,1027
1159,2257
1230,8747
1314,1315
1408,1421
1428,1429
1465,1468
1473,1477,1480
1499,1502,1515,1516,1520,1525,1527
1500,1523
1501,1518
1504,1521,1528
1555,1821,2766
1588,1641,1643,1647,1648,1657,1664,2680,2681
1638,1691
1644,1668
1645,1662
1653,1655,1656
1660,1661
1663,1667
1705,1708
1734,2208
1777,1779
1852,1863
1914,2012
1917,1919
2134,2138
2143,2152
2175,2176
2199,4668
2607,2609,2629,2668
1594,2605,2612,2622,2641
2614,2692
2619,2631,2675,2779,2782,4750,4764,4765,4768
2632,2650
2620,2643,2654
2644,2674
2653,2677
2658,2700
2661,2672
2698,2795
2740,5305
2743,2749
2748,2756
2752,2759
2757,2762
2610,2618,2624,2633,2648,2651,2663,2664,2667,2685,2686,2689,2772,2775,2776,2777,2781,2783,2785,2786,2788,2789,2790,2791,2793,2794,2796,2797,2799,2800,2801
2818,2853
2819,2854
2821,2856
2882,4789
3109,3116
3147,3152
3196,3209
3228,3487
3448,3919
3453,3454
3509,3638
3666,7953
3685,3692
3697,3700
3812,3819
3822,4038
473,3699,3826,3830,3834,3847,3857,3858,7781,8147,8187,10938,10944,11330
3852,3918
3853,3917
3894,12190
3925,3926
3988,4057
4101,4102,4105,4106,4107,4108,4109,4111
4112,4113
4227,4489
4232,4495
4460,4535
4487,4503
4663,5355
4709,5414
4713,5417
4714,5421
4747,4751,4756,4760,4763,4766,4767,4769,4772
4749,4755
4752,4759,4761
4821,5034
4823,5036
4830,5043
4836,4925
4868,5168
4893,4894
5016,5031
5080,5103
5100,5104
5277,5283
5377,5378
5496,5549
5497,5562
5498,5536
5504,5526
5512,5534
5516,5518
5499,5505,5519,5523,5524
5515,5522,5525,5530,5532,5533
5551,5556,5560
5544,5546,5547,5557,5561,5563
5558,5559
5649,5652,5655
5647,5653,5657
5691,6677
5707,6771
5726,5729
5741,5744,5751
5742,5746,5747,5748,5764,5766,5777,5778,5789
5755,5757
5762,5788
5767,5771
5770,5779
5756,5758,5765,5787,5792
5961,5976
6069,6072
6088,6090
6106,6110
6668,6669
6678,8426
6690,6709
6698,6699
6723,6724,6725
6815,7367
6806,6814,6829,6930,7379,7432,7458
6859,7438
7225,7230
7332,7337
7534,7542
7553,7560
7559,7574
7552,7561,7564,7571,7576,7578
7585,7586,7588
7773,7803
7779,7798,7819
7818,7854,9021,9022,9024
7891,7942
8145,8163
8152,8158
8256,8272
8329,8335
8880,8888
8908,8910,8914,8915,8921,8929
8913,8920
8918,8919
8939,8942,8943
9115,9117
9121,10141
9122,10142
9123,10143
9124,10144
9125,10145
9127,10147
9128,10148
9129,10149
9130,10150
9131,10151
9132,10152
9133,10153
9134,10154
9135,10155
9136,10156
9137,10157
9138,10158
9139,10159
9140,10160
9141,10161
9142,10162
9143,10163
9144,10164
9145,10165
9146,10166
9147,10167
9148,10168
9149,10169
9150,10170
9151,10171
9152,10172
9153,10173
9154,10174
9155,10175
9156,10176
9157,10177
9158,10178
9160,10179
9161,10180
9162,10181
9163,10182
9164,10183
9167,10186
9168,10187
9169,10188
9170,10189
9171,10190
9173,10192
9174,10193
9175,10194
9176,10195
9177,10196
9178,10197
9180,9184,10198,10202
9181,10199
9182,10200
9183,10201
9185,10203
9186,10204
9187,10205
9188,10206
9189,10207
9191,10208
9192,10209
9193,10210
9194,10211
9195,10212
9196,10213
9197,10214
9198,10215
9199,10216
9201,10217
9203,10218
9204,10219
9205,10220
9206,10221
9207,10222
9208,10223
9210,10224
9211,10225
9212,10226
9215,10227
9217,10228
9218,10229
9219,10230
9220,10231
9221,10232
9222,10233
9225,9228,10236
9226,10234
9227,10235
9229,10237
9230,10238
9231,10239
9232,10240
9233,10241
9234,10242
9236,10243
9237,10244
9202,9238,10245
9239,10246
9243,10247
9244,10248
9245,10249
9247,10250
9248,10251
9249,10252
9250,10253
9251,10254
9252,10255
9253,10256
9254,10257
9255,10258
9256,10259
9257,10260
9258,10261
9259,10262
9260,10263
9261,10264
9262,10265
9263,10266
9265,10268
9266,10269
9267,10270
9268,10271
9269,10272
9270,10273
9271,10274
9272,10275
9273,10276
9274,10277
9275,10278
9276,10279
9277,10280
9278,10281
9279,10282
9280,10283
9281,10284
9282,10285
9283,10286
9286,10289
9287,10290
9288,10291
9289,10292
9290,10293
9291,10294
9292,10295
9293,10296
9294,10297
9295,10298
9296,10299
9297,10300
9298,10301
9299,10302
9300,10303
9301,10304
9302,10305
9303,10306
9304,10307
9305,10308
9306,10309
9307,10310
9308,10311
9309,10312
9311,10313
9312,10314
9313,10315
9314,10316
9315,10317
9316,10318
9317,10319
9318,10320
9319,10321
9320,10322
9321,10323
9322,10324
9323,10325
9324,10326
9325,10327
9326,10328
9327,10329
9328,10330
9329,10331
9330,10332
9331,10333
9332,10334
9333,10335
9334,10336
9335,10337
9336,10338
9337,10339
9339,10341
9340,10342
9341,10343
9342,10344
9343,10345
9344,10346
9345,10347
9346,10348
9347,10349
9348,10350
9349,10351
9350,10352
9351,10353
9352,10354
9353,10355
9354,10356
9355,10357
9357,10358
