$0;1578228379251666200;1.13;KIEKER-SINGLETON;DESKTOP-4RF3KHM;1;false;0;NANOSECONDS;0
$1;1578228381350865500;public java.lang.String depends.entity.GenericName.uniqName();<no-session-id>;4716394709763751941;1578228381350860400;1578228381350864100;DESKTOP-4RF3KHM;56;5
$1;1578228381350876700;public final java.lang.String depends.entity.Entity.getQualifiedName();<no-session-id>;4716394709763751941;1578228381350874800;1578228381350875700;DESKTOP-4RF3KHM;57;5
$1;1578228381350885000;public final java.lang.String depends.entity.Entity.getQualifiedName();<no-session-id>;4716394709763751941;1578228381350883600;1578228381350884100;DESKTOP-4RF3KHM;58;5
$1;1578228381350893400;public final java.lang.String depends.entity.Entity.getQualifiedName();<no-session-id>;4716394709763751941;1578228381350892100;1578228381350892500;DESKTOP-4RF3KHM;59;5
$1;1578228381350903500;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381350902100;1578228381350902700;DESKTOP-4RF3KHM;60;5
$1;1578228381350908000;public void depends.entity.repo.InMemoryEntityRepo.add(depends.entity.Entity);<no-session-id>;4716394709763751941;1578228381350215200;1578228381350907200;DESKTOP-4RF3KHM;53;4
$1;1578228381351047200;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381351045400;1578228381351045900;DESKTOP-4RF3KHM;62;5
$1;1578228381351129100;public boolean depends.entity.Entity.equals(java.lang.Object);<no-session-id>;4716394709763751941;1578228381351117600;1578228381351127400;DESKTOP-4RF3KHM;63;5
$1;1578228381351196200;public void depends.entity.Entity.setParent(depends.entity.Entity);<no-session-id>;4716394709763751941;1578228381351187800;1578228381351194500;DESKTOP-4RF3KHM;64;5
$1;1578228381351325400;private java.util.Set depends.entity.Entity.children();<no-session-id>;4716394709763751941;1578228381351311900;1578228381351323900;DESKTOP-4RF3KHM;66;6
$1;1578228381351699200;public int depends.entity.Entity.hashCode();<no-session-id>;4716394709763751941;1578228381351674800;1578228381351696400;DESKTOP-4RF3KHM;67;6
