1,107,-2147483647,-2147483323,0
1,156,-2147483323,-2147482884,1
1,75,-2147482884,-2147482624,2
1,170,-2147482624,-2147481886,3
1,321,-2147481886,-2147480680,5
1,431,-2147480680,-2147478753,6
1,145,-2147478753,-2147478186,7
1,267,-2147478186,-2147477187,9
1,306,-2147477187,-2147475735,10
1,174,-2147475735,-2147475085,11
1,146,-2147475085,-2147474414,13
1,24,-2147474414,-2147474317,14
1,118,-2147474317,-2147473596,16
1,54,-2147473596,-2147473479,17
1,103,-2147473479,-2147473170,18
1,76,-2147473170,-2147472904,19
1,18,-2147472904,-2147472824,20
1,79,-2147472824,-2147472595,21
1,58,-2147472595,-2147472520,22
1,113,-2147472520,-2147472084,24
1,43,-2147472084,-2147472028,25
1,203,-2147472028,-2147471034,27
1,111,-2147471034,-2147470682,28
1,264,-2147470682,-2147469769,29
1,183,-2147469769,-2147468888,31
1,97,-2147468888,-2147468522,32
1,81,-2147468522,-2147468353,33
1,86,-2147468353,-2147467994,34
1,375,-2147467994,-2147465929,35
1,215,-2147465929,-2147464953,36
1,35,-2147464953,-2147464808,37
1,60,-2147464808,-2147464606,39
1,128,-2147464606,-2147464088,40
1,59,-2147464088,-2147463864,41
1,75,-2147463864,-2147463505,42
1,87,-2147463505,-2147463249,44
1,136,-2147463249,-2147462634,45
1,110,-2147462634,-2147462294,46
1,58,-2147462294,-2147462011,47
1,68,-2147462011,-2147461696,48
1,53,-2147461696,-2147461453,49
1,60,-2147461453,-2147461223,50
1,81,-2147461223,-2147460901,51
1,46,-2147460901,-2147460845,52
1,65,-2147460845,-2147460724,53
1,330,-2147460724,-2147459048,55
1,122,-2147459048,-2147458621,56
1,89,-2147458621,-2147458311,57
1,56,-2147458311,-2147458152,58
1,204,-2147458152,-2147457177,59
1,119,-2147457177,-2147456676,60
1,41,-2147456676,-2147456618,61
1,62,-2147456618,-2147456424,62
1,53,-2147456424,-2147456289,63
1,45,-2147456289,-2147456223,64
1,65,-2147456223,-2147456035,65
1,93,-2147456035,-2147455532,66
1,81,-2147455532,-2147455288,67
1,52,-2147455288,-2147455204,68
1,102,-2147455204,-2147454879,69
1,367,-2147454879,-2147453110,70
1,89,-2147453110,-2147452897,71
1,20,-2147452897,-2147452825,73
1,39,-2147452825,-2147452701,74
1,38,-2147452701,-2147452570,76
1,78,-2147452570,-2147452367,77
1,52,-2147452367,-2147452228,78
1,78,-2147452228,-2147451962,80
1,74,-2147451962,-2147451707,81
1,82,-2147451707,-2147451500,82
1,52,-2147451500,-2147451412,84
1,169,-2147451412,-2147450529,85
1,64,-2147450529,-2147450334,86
1,46,-2147450334,-2147450257,87
1,86,-2147450257,-2147450069,88
1,71,-2147450069,-2147449889,89
1,25,-2147449889,-2147449827,90
1,119,-2147449827,-2147449238,91
1,91,-2147449238,-2147448821,93
1,310,-2147448821,-2147447401,94
1,367,-2147447401,-2147445398,95
1,60,-2147445398,-2147445195,96
1,187,-2147445195,-2147444452,97
1,27,-2147444452,-2147444365,98
1,40,-2147444365,-2147444302,99
1,50,-2147444302,-2147444170,101
1,196,-2147444170,-2147443290,102
1,92,-2147443290,-2147443041,103
1,311,-2147443041,-2147441720,104
1,166,-2147441720,-2147440992,105
1,58,-2147440992,-2147440774,106
1,109,-2147440774,-2147440391,107
1,102,-2147440391,-2147440136,109
1,64,-2147440136,-2147439866,110
1,48,-2147439866,-2147439792,111
1,75,-2147439792,-2147439587,112
1,76,-2147439587,-2147439359,113
1,97,-2147439359,-2147439011,114
1,77,-2147439011,-2147438773,115
1,74,-2147438773,-2147438565,116
1,121,-2147438565,-2147438042,117
1,120,-2147438042,-2147437538,118
1,28,-2147437538,-2147437465,120
1,73,-2147437465,-2147437335,121
1,89,-2147437335,-2147436955,122
1,75,-2147436955,-2147436831,123
1,66,-2147436831,-2147436698,124
1,44,-2147436698,-2147436588,125
1,89,-2147436588,-2147436098,130
1,83,-2147436098,-2147435700,131
1,63,-2147435700,-2147435610,132
1,83,-2147435610,-2147435305,134
1,55,-2147435305,-2147435249,135
1,90,-2147435249,-2147435116,136
1,64,-2147435116,-2147434963,138
1,62,-2147434963,-2147434834,139
1,96,-2147434834,-2147434451,140
1,87,-2147434451,-2147434115,141
1,64,-2147434115,-2147433943,144
1,52,-2147433943,-2147433823,146
1,183,-2147433823,-2147432897,147
1,26,-2147432897,-2147432832,148
1,107,-2147432832,-2147432302,149
1,74,-2147432302,-2147432060,150
1,64,-2147432060,-2147431921,151
1,132,-2147431921,-2147431355,152
1,71,-2147431355,-2147431072,153
1,59,-2147431072,-2147430923,156
1,54,-2147430923,-2147430830,158
1,82,-2147430830,-2147430750,159
1,350,-2147430750,-2147429248,160
1,53,-2147429248,-2147429167,161
1,234,-2147429167,-2147427985,162
1,103,-2147427985,-2147427667,163
1,81,-2147427667,-2147427358,164
1,58,-2147427358,-2147427246,165
1,77,-2147427246,-2147426903,166
1,63,-2147426903,-2147426637,167
1,58,-2147426637,-2147426415,168
1,64,-2147426415,-2147426222,170
1,43,-2147426222,-2147426107,171
1,78,-2147426107,-2147425828,172
1,35,-2147425828,-2147425652,173
1,25,-2147425652,-2147425583,174
1,35,-2147425583,-2147425478,175
1,33,-2147425478,-2147425391,176
1,33,-2147425391,-2147425299,177
1,32,-2147425299,-2147425228,178
1,80,-2147425228,-2147424839,179
1,42,-2147424839,-2147424694,180
1,112,-2147424694,-2147424184,181
1,31,-2147424184,-2147424095,182
1,71,-2147424095,-2147423896,183
1,31,-2147423896,-2147423829,184
1,98,-2147423829,-2147423476,185
1,30,-2147423476,-2147423391,186
1,47,-2147423391,-2147423226,187
1,26,-2147423226,-2147423157,188
1,68,-2147423157,-2147422824,189
1,28,-2147422824,-2147422745,191
1,33,-2147422745,-2147422626,193
1,54,-2147422626,-2147422457,194
1,36,-2147422457,-2147422360,195
1,40,-2147422360,-2147422209,196
1,25,-2147422209,-2147422156,197
1,26,-2147422156,-2147422087,198
1,32,-2147422087,-2147422008,199
1,26,-2147422008,-2147421936,200
1,28,-2147421936,-2147421850,201
1,102,-2147421850,-2147421304,202
1,140,-2147421304,-2147420643,203
1,30,-2147420643,-2147420551,204
1,72,-2147420551,-2147420190,205
1,49,-2147420190,-2147420035,206
1,46,-2147420035,-2147419880,207
1,88,-2147419880,-2147419501,208
1,49,-2147419501,-2147419346,209
1,101,-2147419346,-2147418965,210
1,36,-2147418965,-2147418840,211
1,67,-2147418840,-2147418581,212
1,38,-2147418581,-2147418457,213
1,67,-2147418457,-2147418126,214
1,52,-2147418126,-2147417957,215
1,36,-2147417957,-2147417854,216
1,155,-2147417854,-2147416992,217
1,35,-2147416992,-2147416883,218
1,52,-2147416883,-2147416684,219
1,106,-2147416684,-2147416177,220
1,47,-2147416177,-2147416017,221
1,39,-2147416017,-2147415886,222
1,35,-2147415886,-2147415774,223
1,85,-2147415774,-2147415288,224
1,37,-2147415288,-2147415167,225
1,109,-2147415167,-2147414701,226
1,32,-2147414701,-2147414618,227
1,38,-2147414618,-2147414499,228
1,53,-2147414499,-2147414288,229
1,36,-2147414288,-2147414207,230
1,32,-2147414207,-2147414122,231
1,42,-2147414122,-2147413994,232
1,37,-2147413994,-2147413882,233
1,36,-2147413882,-2147413787,234
1,35,-2147413787,-2147413668,235
1,39,-2147413668,-2147413554,236
1,37,-2147413554,-2147413445,237
1,35,-2147413445,-2147413350,238
1,46,-2147413350,-2147413241,239
1,173,-2147413241,-2147412451,240
1,53,-2147412451,-2147412267,241
1,60,-2147412267,-2147411999,242
1,20,-2147411999,-2147411920,243
1,18,-2147411920,-2147411865,244
1,53,-2147411865,-2147411715,246
1,33,-2147411715,-2147411621,247
1,654,-2147411621,-2147408948,250
1,1190,-2147408948,-2147407085,251
1,10303,-2147407085,-2147347023,252
1,719,-2147347023,-2147345966,253
1,748,-2147345966,-2147343034,256
1,2000,-2147343034,-2147339843,257
1,17489,-2147339843,-2147239219,258
1,1207,-2147239219,-2147237415,259
1,173,-2147237415,-2147236733,262
1,100,-2147236733,-2147236582,263
1,655,-2147236582,-2147233176,264
1,67,-2147233176,-2147233082,265
1,506,-2147233082,-2147230894,266
1,9422,-2147230894,-2147178068,267
1,1040,-2147178068,-2147176413,270
1,631,-2147176413,-2147175473,271
1,1583,-2147175473,-2147170366,272
1,15773,-2147170366,-2147073525,273
1,1500,-2147073525,-2147071134,276
1,907,-2147071134,-2147069780,277
1,650,-2147069780,-2147066902,280
1,860,-2147066902,-2147065535,281
1,6897,-2147065535,-2147030986,282
1,523,-2147030986,-2147030208,283
1,767,-2147030208,-2147027058,286
1,910,-2147027058,-2147025611,287
1,8084,-2147025611,-2146983639,288
1,553,-2146983639,-2146982816,289
1,631,-2146982816,-2146980295,290
1,7346,-2146980295,-2146938074,291
1,832,-2146938074,-2146936819,294
1,502,-2146936819,-2146936104,295
1,200,-2146936104,-2146935345,296
1,723,-2146935345,-2146931596,297
1,90,-2146931596,-2146931461,300
1,61,-2146931461,-2146931376,301
1,89,-2146931376,-2146931131,303
1,170,-2146931131,-2146930593,304
1,43,-2146930593,-2146930507,305
1,55,-2146930507,-2146930340,306
1,63,-2146930340,-2146930204,307
1,61,-2146930204,-2146930059,308
1,67,-2146930059,-2146929877,309
1,198,-2146929877,-2146929687,310
1,318,-2146929687,-2146928537,311
1,82,-2146928537,-2146928357,313
1,49,-2146928357,-2146928273,314
1,92,-2146928273,-2146927979,315
1,64,-2146927979,-2146927821,316
1,71,-2146927821,-2146927649,317
1,163,-2146927649,-2146926898,319
1,82,-2146926898,-2146926718,321
1,43,-2146926718,-2146926653,322
1,65,-2146926653,-2146926499,323
1,71,-2146926499,-2146926338,324
1,64,-2146926338,-2146926164,326
1,82,-2146926164,-2146925984,328
1,47,-2146925984,-2146925902,329
1,39,-2146925902,-2146925816,330
1,66,-2146925816,-2146925662,331
1,65,-2146925662,-2146925480,332
1,105,-2146925480,-2146925244,333
1,115,-2146925244,-2146924935,334
1,57,-2146924935,-2146924754,335
1,64,-2146924754,-2146924598,336
1,140,-2146924598,-2146923943,338
1,82,-2146923943,-2146923763,340
1,49,-2146923763,-2146923681,341
1,107,-2146923681,-2146923409,343
1,51,-2146923409,-2146923272,344
1,52,-2146923272,-2146923135,345
1,86,-2146923135,-2146922835,348
1,82,-2146922835,-2146922655,350
1,90,-2146922655,-2146922424,351
1,66,-2146922424,-2146922297,352
1,70,-2146922297,-2146922126,353
1,49,-2146922126,-2146922043,354
1,68,-2146922043,-2146921905,355
1,86,-2146921905,-2146921817,358
1,150,-2146921817,-2146920912,359
1,101,-2146920912,-2146920644,361
1,29,-2146920644,-2146920577,363
1,43,-2146920577,-2146920519,364
1,51,-2146920519,-2146920422,365
1,69,-2146920422,-2146920298,369
1,52,-2146920298,-2146920093,372
1,45,-2146920093,-2146919941,374
1,33,-2146919941,-2146919884,375
1,86,-2146919884,-2146919606,376
1,101,-2146919606,-2146919222,377
1,82,-2146919222,-2146919043,381
1,40,-2146919043,-2146918993,382
1,98,-2146918993,-2146918696,383
1,64,-2146918696,-2146918560,384
1,58,-2146918560,-2146918418,386
1,51,-2146918418,-2146918307,387
1,134,-2146918307,-2146917932,389
1,56,-2146917932,-2146917751,390
1,64,-2146917751,-2146917595,391
1,177,-2146917595,-2146916605,393
1,82,-2146916605,-2146916423,395
1,52,-2146916423,-2146916305,396
1,91,-2146916305,-2146916083,397
1,51,-2146916083,-2146915946,398
1,52,-2146915946,-2146915809,399
1,42,-2146915809,-2146915723,401
1,103,-2146915723,-2146915462,403
1,234,-2146915462,-2146914709,404
1,64,-2146914709,-2146914551,405
1,71,-2146914551,-2146914379,406
1,32,-2146914379,-2146914318,408
1,299,-2146914318,-2146912394,410
1,46,-2146912394,-2146912277,411
1,33,-2146912277,-2146912207,414
1,123,-2146912207,-2146911725,415
1,76,-2146911725,-2146911491,416
1,65,-2146911491,-2146911383,419
1,61,-2146911383,-2146911254,420
1,29,-2146911254,-2146911195,421
1,88,-2146911195,-2146910969,423
1,57,-2146910969,-2146910917,424
1,83,-2146910917,-2146910501,425
1,82,-2146910501,-2146910319,426
1,39,-2146910319,-2146910252,427
1,50,-2146910252,-2146910160,428
1,73,-2146910160,-2146909999,429
1,37,-2146909999,-2146909894,430
1,84,-2146909894,-2146909467,433
1,82,-2146909467,-2146909285,434
1,58,-2146909285,-2146909164,436
1,30,-2146909164,-2146909105,439
1,31,-2146909105,-2146909044,440
1,60,-2146909044,-2146908989,442
1,138,-2146908989,-2146908160,443
1,82,-2146908160,-2146907978,444
1,91,-2146907978,-2146907704,446
1,106,-2146907704,-2146907402,447
1,51,-2146907402,-2146907265,448
1,41,-2146907265,-2146907094,449
1,77,-2146907094,-2146907022,451
1,128,-2146907022,-2146906323,452
1,82,-2146906323,-2146906141,453
1,46,-2146906141,-2146906057,454
1,236,-2146906057,-2146905304,455
1,64,-2146905304,-2146905146,456
1,71,-2146905146,-2146904974,457
1,161,-2146904974,-2146904061,460
1,75,-2146904061,-2146903882,461
1,49,-2146903882,-2146903787,462
