2,5730,0.856855,3

34,641,0.906250,3

35,2851,0.802158,3

36,644,0.848580,3

122,123,0.915493,3

128,2644,0.814085,3

129,2645,0.780000,3

130,1778,0.455882,3
130,2511,0.571429,3
1778,2511,0.470588,3

131,2512,0.673913,3

134,2515,0.713415,3

136,2517,0.769697,3

140,1642,0.730435,3
140,2550,0.700000,3
1642,2550,0.700000,3

141,1643,0.717949,3

144,2606,0.540230,3

146,2608,0.812500,3

148,2590,0.453125,3

149,1629,0.739130,3
149,2591,0.708333,3
1629,2591,0.708333,3

152,153,0.337209,3
152,1632,0.441860,3
152,1633,0.337209,3
152,2594,0.441860,3
152,2595,0.337209,3
153,1632,0.476744,3
153,1633,0.453488,3
153,2594,0.476744,3
153,2595,0.453488,3
1632,1633,0.337209,3
1632,2594,0.441860,3
1632,2595,0.337209,3
1633,2594,0.476744,3
1633,2595,0.453488,3
2594,2595,0.337209,3

154,1634,0.578125,3

155,1635,0.641026,3
155,2596,0.641026,3
1635,2596,0.641026,3

157,1637,0.940841,3

159,1639,0.787736,3

160,1644,0.726415,3
160,1688,0.754717,3
160,2646,0.641667,3
1644,1688,0.754717,3
1644,2646,0.641667,3
1688,2646,0.658333,3

187,1709,0.771084,3

188,1710,0.540000,3

191,1712,0.658537,3

192,1713,0.637363,3

193,1714,0.732919,3

195,1716,0.548077,3

196,1717,0.537037,3

197,1718,0.420000,3

211,1728,0.804082,3

212,1729,0.814480,3

214,1731,0.655914,3

215,1732,0.620253,3

216,1733,0.471698,3

217,1734,0.868812,3

218,1735,0.573034,3

219,1736,0.813131,3

222,1739,0.680723,3

223,1740,0.757576,3

225,1742,0.722222,3

228,1745,0.691176,3

229,1746,0.842105,3

230,1747,0.899032,3

234,1751,0.817568,3

235,1752,0.524590,3

236,1753,0.635258,3

237,1754,0.768362,3

240,1757,0.585366,3

242,1760,0.515152,3

243,1761,0.597938,3

268,288,0.557692,3

286,1764,0.752525,3

287,1765,0.619048,3

