0,1249,0.9790795
1,54,0.84
1,1250,0.973262
2,1251,1.0
3,1252,1.0
4,1253,1.0
5,1254,1.0
6,1255,1.0
7,1256,0.99482757
8,1257,0.8053097
9,1258,1.0
10,1259,0.9021898
11,1260,0.97979796
12,1261,1.0
15,1264,1.0
16,1265,0.99461955
17,1266,1.0
19,1268,1.0
20,1269,0.8073879
23,1272,1.0
24,1273,1.0
26,1275,0.840796
28,1277,0.99712366
29,1278,1.0
30,1279,0.90518194
31,1280,1.0
32,1281,1.0
33,1282,0.8279412
35,1284,1.0
36,1285,1.0
38,1287,0.99658316
39,1288,1.0
40,1289,1.0
41,1290,0.8695652
42,1291,1.0
43,1292,1.0
45,1581,1.0
45,1294,1.0
46,1295,1.0
46,1582,1.0
48,1297,1.0
49,1298,1.0
50,1299,1.0
51,1300,0.83829
51,1589,0.7637209
52,1301,0.93274856
53,1302,1.0
54,1303,1.0
55,1304,1.0
56,1305,0.9816182
58,1307,1.0
59,1308,0.8542601
60,1309,1.0
64,1313,1.0
65,1314,1.0
66,1789,0.8063241
66,1315,1.0
67,1316,1.0
69,1318,1.0
70,1319,0.92076504
72,1321,1.0
73,1322,1.0
74,1323,1.0
75,1324,1.0
76,1326,0.90966654
77,1327,1.0
78,1329,0.7440633
79,1330,0.7085882
80,1331,0.9584677
81,1332,0.7588047
82,1333,0.962552
83,1334,1.0
84,1335,0.71489364
85,1336,1.0
86,1337,1.0
87,1338,1.0
88,1339,1.0
89,1340,1.0
90,1341,1.0
91,1342,1.0
92,1343,0.99440897
93,1344,1.0
94,1345,1.0
95,1346,1.0
96,1347,1.0
97,1348,1.0
98,1349,1.0
99,1350,1.0
100,1351,1.0
101,1352,1.0
102,1353,0.84931505
103,1354,1.0
104,1355,1.0
106,1357,1.0
107,1358,1.0
108,1359,1.0
109,1360,1.0
110,1361,1.0
112,1363,1.0
114,1365,1.0
116,1367,1.0
117,1368,1.0
118,1369,1.0
119,1370,1.0
120,1371,1.0
121,1372,1.0
122,1373,1.0
123,1374,1.0
125,1376,1.0
126,1377,1.0
127,1378,1.0
128,1379,1.0
129,1380,1.0
130,1381,1.0
131,1382,1.0
132,1383,1.0
133,1384,1.0
134,1385,1.0
135,1386,1.0
137,1388,1.0
138,1389,1.0
139,172,0.95620435
140,1391,1.0
142,1394,0.98307955
147,1399,0.80801153
148,1400,0.8464
153,1406,0.7557252
158,1411,0.8809425
162,1416,0.72791517
163,1417,0.73665196
164,1418,0.8631179
164,1416,0.72791517
167,1421,1.0
168,1422,0.8882235
169,1423,0.98750603
170,1428,1.0
171,1429,0.8443332
174,1432,1.0
176,1434,1.0
177,1435,1.0
178,1436,0.99916637
180,1438,1.0
181,1440,0.73595506
185,1444,0.9059187
186,1445,0.9502688
187,1446,1.0
188,1447,1.0
189,1448,1.0
190,1449,1.0
206,1463,0.9005525
208,1465,1.0
209,1466,1.0
210,1467,1.0
211,1468,1.0
212,1469,1.0
213,1470,0.9381599
214,1473,1.0
215,1474,1.0
216,1475,1.0
218,1477,1.0
219,1478,1.0
221,1480,1.0
222,1481,1.0
226,1486,1.0
228,1488,0.8666667
229,1489,1.0
230,1490,1.0
231,1491,1.0
232,1492,1.0
233,1493,0.73188406
235,1495,0.83495516
237,1497,1.0
238,1498,1.0
239,1499,1.0
240,1500,1.0
241,1501,1.0
242,1502,1.0
243,1503,1.0
244,1504,1.0
245,1505,1.0
246,1506,1.0
247,1507,1.0
248,1508,1.0
249,1509,1.0
250,1510,1.0
251,1511,1.0
252,1512,1.0
253,1513,1.0
254,1514,1.0
255,1515,1.0
256,1516,1.0
257,1517,1.0
258,1518,1.0
260,1520,1.0
262,1533,0.89261746
262,1522,1.0
263,1523,1.0
264,1524,0.9671848
265,1525,1.0
266,1526,0.9013158
267,1527,0.9681529
268,1528,1.0
269,1529,1.0
270,1530,1.0
271,1531,0.88309354
272,1532,0.787062
273,1533,1.0
274,1534,1.0
